"","Borough","Lon","Lat","Globvalue","time"
"42394",NA,-73.7797,40.5738,0.01,2016-07-01 04:00:00
"42428","Manhattan",-74.0105,40.7237,0.01,2016-07-01 04:00:00
"42459","Manhattan",-73.9847,40.7562,0.02,2016-07-01 04:00:00
"39939","Manhattan",-74.0105,40.7237,0.01,2016-07-01 05:00:00
"39940","Brooklyn",-73.9676,40.7042,0.01,2016-07-01 05:00:00
"39979","Manhattan",-73.9847,40.7562,0.01,2016-07-01 05:00:00
"38987","Queens",-73.8223,40.5934,0.01,2016-07-01 07:00:00
"36791","Queens",-73.8392,40.6454,0.03,2016-07-01 08:00:00
"36792","Queens",-73.7965,40.6258,0.04,2016-07-01 08:00:00
"36793","Queens",-73.7538,40.6062,0.01,2016-07-01 08:00:00
"36832","Queens",-73.9418,40.7367,0.04,2016-07-01 08:00:00
"36833","Queens",-73.8989,40.7171,0.04,2016-07-01 08:00:00
"36834","Queens",-73.8561,40.6975,0.02,2016-07-01 08:00:00
"36835","Queens",-73.8133,40.6779,0.05,2016-07-01 08:00:00
"36876","Queens",-73.916,40.7692,0.07,2016-07-01 08:00:00
"36877","Queens",-73.8731,40.7496,0.04,2016-07-01 08:00:00
"36878","Queens",-73.8302,40.7299,0.04,2016-07-01 08:00:00
"36879","Queens",-73.7874,40.7103,0.03,2016-07-01 08:00:00
"36920",NA,-73.976,40.8408,0.01,2016-07-01 08:00:00
"36921","Manhattan",-73.933,40.8213,0.02,2016-07-01 08:00:00
"36963","Bronx",-73.9071,40.8538,0.02,2016-07-01 08:00:00
"36964","Bronx",-73.8642,40.8341,0.05,2016-07-01 08:00:00
"36965","Queens",-73.7783,40.7948,0.01,2016-07-01 08:00:00
"36774",NA,-74.0534,40.7432,0.01,2016-07-01 09:00:00
"36775","Queens",-73.7965,40.6258,0.02,2016-07-01 09:00:00
"36827","Queens",-73.9418,40.7367,0.04,2016-07-01 09:00:00
"36828","Queens",-73.8989,40.7171,0.01,2016-07-01 09:00:00
"368781","Queens",-73.916,40.7692,0.03,2016-07-01 09:00:00
"368791","Queens",-73.8731,40.7496,0.01,2016-07-01 09:00:00
"36880","Queens",-73.8302,40.7299,0.02,2016-07-01 09:00:00
"36881","Queens",-73.7874,40.7103,0.02,2016-07-01 09:00:00
"36930",NA,-73.976,40.8408,0.02,2016-07-01 09:00:00
"36931","Manhattan",-73.933,40.8213,0.03,2016-07-01 09:00:00
"36977",NA,-73.9501,40.8734,0.01,2016-07-01 09:00:00
"36978","Bronx",-73.9071,40.8538,0.02,2016-07-01 09:00:00
"36979","Bronx",-73.8642,40.8341,0.03,2016-07-01 09:00:00
"36980","Queens",-73.7783,40.7948,0.01,2016-07-01 09:00:00
"37020","Bronx",-73.8382,40.8666,0.01,2016-07-01 09:00:00
"37060",NA,-73.7692,40.8794,0.04,2016-07-01 09:00:00
"37098",NA,-73.7862,40.9316,0.02,2016-07-01 09:00:00
"50159",NA,-74.2836,40.4504,0.03,2016-07-01 20:00:00
"50207",NA,-74.2582,40.483,0.01,2016-07-01 20:00:00
"50208",NA,-74.2154,40.4636,0.07,2016-07-01 20:00:00
"50254",NA,-74.2755,40.5349,0.01,2016-07-01 20:00:00
"50255","Staten Island",-74.1899,40.4961,0.03,2016-07-01 20:00:00
"50256",NA,-74.1472,40.4767,0.06,2016-07-01 20:00:00
"50257",NA,-74.1045,40.4573,0.36,2016-07-01 20:00:00
"50306",NA,-74.2929,40.5868,0.09,2016-07-01 20:00:00
"50307",NA,-74.25,40.5674,0.02,2016-07-01 20:00:00
"50308","Staten Island",-74.2072,40.548,0.02,2016-07-01 20:00:00
"50309","Staten Island",-74.1644,40.5286,0.04,2016-07-01 20:00:00
"50310","Staten Island",-74.1216,40.5092,0.03,2016-07-01 20:00:00
"50311",NA,-74.0789,40.4898,0.25,2016-07-01 20:00:00
"50312",NA,-74.0362,40.4703,0.22,2016-07-01 20:00:00
"50313",NA,-73.9936,40.4508,0.3,2016-07-01 20:00:00
"50370",NA,-74.2674,40.6193,0.21,2016-07-01 20:00:00
"50371",NA,-74.2245,40.6,0.04,2016-07-01 20:00:00
"50372","Staten Island",-74.1817,40.5806,0.02,2016-07-01 20:00:00
"50373","Staten Island",-74.1388,40.5611,0.03,2016-07-01 20:00:00
"50374","Staten Island",-74.0961,40.5417,0.01,2016-07-01 20:00:00
"50375",NA,-74.0533,40.5222,0.07,2016-07-01 20:00:00
"50376",NA,-74.0106,40.5028,0.14,2016-07-01 20:00:00
"50377",NA,-73.968,40.4833,0.24,2016-07-01 20:00:00
"50378",NA,-73.9253,40.4637,0.1,2016-07-01 20:00:00
"50433",NA,-74.2848,40.6713,0.26,2016-07-01 20:00:00
"50434",NA,-74.2419,40.6519,0.23,2016-07-01 20:00:00
"50435","Staten Island",-74.199,40.6325,0.07,2016-07-01 20:00:00
"50436","Staten Island",-74.1561,40.6131,0.04,2016-07-01 20:00:00
"50437","Staten Island",-74.1133,40.5937,0.03,2016-07-01 20:00:00
"50438","Staten Island",-74.0705,40.5742,0.02,2016-07-01 20:00:00
"50439","Queens",-74.0277,40.5547,0.02,2016-07-01 20:00:00
"50440",NA,-73.985,40.5352,0.07,2016-07-01 20:00:00
"50441",NA,-73.9423,40.5157,0.11,2016-07-01 20:00:00
"50442",NA,-73.8996,40.4962,0.06,2016-07-01 20:00:00
"50443",NA,-73.857,40.4766,0.04,2016-07-01 20:00:00
"50493",NA,-74.2593,40.7039,0.27,2016-07-01 20:00:00
"50494",NA,-74.2163,40.6845,0.19,2016-07-01 20:00:00
"50495",NA,-74.1734,40.6651,0.12,2016-07-01 20:00:00
"50496",NA,-74.1305,40.6456,0.07,2016-07-01 20:00:00
"50497","Staten Island",-74.0876,40.6262,0.03,2016-07-01 20:00:00
"50498","Staten Island",-74.0448,40.6067,0.01,2016-07-01 20:00:00
"50499","Brooklyn",-73.9593,40.5677,0.04,2016-07-01 20:00:00
"50500","Queens",-73.9166,40.5481,0.03,2016-07-01 20:00:00
"50501",NA,-73.8739,40.5286,0.03,2016-07-01 20:00:00
"50502",NA,-73.8313,40.509,0.02,2016-07-01 20:00:00
"50503",NA,-73.7887,40.4894,0.03,2016-07-01 20:00:00
"50552",NA,-74.2767,40.7559,0.19,2016-07-01 20:00:00
"50553",NA,-74.2337,40.7365,0.3,2016-07-01 20:00:00
"50554",NA,-74.1907,40.7171,0.21,2016-07-01 20:00:00
"50555",NA,-74.1477,40.6976,0.09,2016-07-01 20:00:00
"50556",NA,-74.1048,40.6782,0.04,2016-07-01 20:00:00
"50557",NA,-74.062,40.6587,0.02,2016-07-01 20:00:00
"50558","Brooklyn",-73.9335,40.6001,0.01,2016-07-01 20:00:00
"50559","Brooklyn",-73.8908,40.5806,0.01,2016-07-01 20:00:00
"50561",NA,-73.7629,40.5218,0.01,2016-07-01 20:00:00
"50608",NA,-74.2942,40.8079,0.13,2016-07-01 20:00:00
"50609",NA,-74.2511,40.7885,0.16,2016-07-01 20:00:00
"50610",NA,-74.2081,40.7691,0.2,2016-07-01 20:00:00
"50611",NA,-74.1651,40.7496,0.19,2016-07-01 20:00:00
"50612",NA,-74.1221,40.7302,0.11,2016-07-01 20:00:00
"50613",NA,-74.0791,40.7107,0.05,2016-07-01 20:00:00
"50614",NA,-74.0362,40.6912,0.02,2016-07-01 20:00:00
"50664",NA,-74.2686,40.8405,0.12,2016-07-01 20:00:00
"50665",NA,-74.2255,40.8211,0.13,2016-07-01 20:00:00
"50666",NA,-74.1824,40.8017,0.16,2016-07-01 20:00:00
"50667",NA,-74.1394,40.7822,0.13,2016-07-01 20:00:00
"50668",NA,-74.0964,40.7627,0.09,2016-07-01 20:00:00
"50669",NA,-74.0534,40.7432,0.04,2016-07-01 20:00:00
"50670","Manhattan",-74.0105,40.7237,0.02,2016-07-01 20:00:00
"50721",NA,-74.2429,40.8731,0.03,2016-07-01 20:00:00
"50722",NA,-74.1998,40.8537,0.07,2016-07-01 20:00:00
"50723",NA,-74.1567,40.8342,0.1,2016-07-01 20:00:00
"50724",NA,-74.1136,40.8148,0.08,2016-07-01 20:00:00
"50725",NA,-74.0706,40.7953,0.07,2016-07-01 20:00:00
"50726",NA,-74.0277,40.7758,0.06,2016-07-01 20:00:00
"50727","Manhattan",-73.9847,40.7562,0.02,2016-07-01 20:00:00
"50777",NA,-74.0879,40.8473,0.04,2016-07-01 20:00:00
"50778",NA,-74.0448,40.8278,0.05,2016-07-01 20:00:00
"50779",NA,-74.0018,40.8083,0.03,2016-07-01 20:00:00
"50825",NA,-74.019,40.8604,0.02,2016-07-01 20:00:00
"50826",NA,-73.976,40.8408,0.02,2016-07-01 20:00:00
"50827","Manhattan",-73.933,40.8213,0.02,2016-07-01 20:00:00
"50875",NA,-73.9501,40.8734,0.02,2016-07-01 20:00:00
"50876","Bronx",-73.9071,40.8538,0.01,2016-07-01 20:00:00
"50877","Bronx",-73.8642,40.8341,0.01,2016-07-01 20:00:00
"52521",NA,-73.9936,40.4508,0.03,2016-07-01 21:00:00
"52582",NA,-74.2674,40.6193,0.01,2016-07-01 21:00:00
"52583",NA,-73.968,40.4833,0.04,2016-07-01 21:00:00
"52584",NA,-73.9253,40.4637,0.2,2016-07-01 21:00:00
"52636",NA,-73.9423,40.5157,0.08,2016-07-01 21:00:00
"52637",NA,-73.8996,40.4962,0.12,2016-07-01 21:00:00
"52638",NA,-73.857,40.4766,0.27,2016-07-01 21:00:00
"52685","Queens",-73.9166,40.5481,0.04,2016-07-01 21:00:00
"52686",NA,-73.8739,40.5286,0.11,2016-07-01 21:00:00
"52687",NA,-73.8313,40.509,0.14,2016-07-01 21:00:00
"52688",NA,-73.7887,40.4894,0.33,2016-07-01 21:00:00
"52731",NA,-74.2767,40.7559,0.01,2016-07-01 21:00:00
"52733",NA,-73.8481,40.561,0.03,2016-07-01 21:00:00
"52734",NA,-73.8055,40.5414,0.06,2016-07-01 21:00:00
"52735",NA,-73.7629,40.5218,0.14,2016-07-01 21:00:00
"52777",NA,-74.2942,40.8079,0.07,2016-07-01 21:00:00
"52778",NA,-74.2511,40.7885,0.03,2016-07-01 21:00:00
"52779",NA,-74.2081,40.7691,0.03,2016-07-01 21:00:00
"52784","Brooklyn",-73.865,40.613,0.01,2016-07-01 21:00:00
"52786",NA,-73.7797,40.5738,0.03,2016-07-01 21:00:00
"52829",NA,-74.2686,40.8405,0.2,2016-07-01 21:00:00
"52830",NA,-74.2255,40.8211,0.1,2016-07-01 21:00:00
"52831",NA,-74.1824,40.8017,0.05,2016-07-01 21:00:00
"52832",NA,-74.1394,40.7822,0.03,2016-07-01 21:00:00
"52839","Queens",-73.7965,40.6258,0.01,2016-07-01 21:00:00
"52840","Queens",-73.7538,40.6062,0.02,2016-07-01 21:00:00
"52883",NA,-74.2861,40.8925,0.11,2016-07-01 21:00:00
"52884",NA,-74.2429,40.8731,0.19,2016-07-01 21:00:00
"52885",NA,-74.1998,40.8537,0.29,2016-07-01 21:00:00
"52886",NA,-74.1567,40.8342,0.16,2016-07-01 21:00:00
"52887",NA,-74.1136,40.8148,0.13,2016-07-01 21:00:00
"52888",NA,-74.0706,40.7953,0.04,2016-07-01 21:00:00
"52892","Queens",-73.7706,40.6582,0.01,2016-07-01 21:00:00
"52940",NA,-74.2604,40.9252,0.1,2016-07-01 21:00:00
"52941",NA,-74.2172,40.9058,0.1,2016-07-01 21:00:00
"52942",NA,-74.1741,40.8863,0.28,2016-07-01 21:00:00
"52943",NA,-74.131,40.8668,0.43,2016-07-01 21:00:00
"52944",NA,-74.0879,40.8473,0.26,2016-07-01 21:00:00
"52945",NA,-74.0448,40.8278,0.08,2016-07-01 21:00:00
"52946",NA,-74.0018,40.8083,0.01,2016-07-01 21:00:00
"52998",NA,-74.1915,40.9384,0.07,2016-07-01 21:00:00
"52999",NA,-74.1483,40.9189,0.2,2016-07-01 21:00:00
"53000",NA,-74.1052,40.8994,0.34,2016-07-01 21:00:00
"53001",NA,-74.0621,40.8799,0.24,2016-07-01 21:00:00
"53002",NA,-74.019,40.8604,0.14,2016-07-01 21:00:00
"53003",NA,-73.976,40.8408,0.02,2016-07-01 21:00:00
"53060",NA,-74.0794,40.932,0.31,2016-07-01 21:00:00
"53061",NA,-74.0362,40.9125,0.23,2016-07-01 21:00:00
"53062",NA,-73.9932,40.8929,0.12,2016-07-01 21:00:00
"53063",NA,-73.9501,40.8734,0.03,2016-07-01 21:00:00
"53064","Bronx",-73.9071,40.8538,0.01,2016-07-01 21:00:00
"53124",NA,-74.0104,40.9451,0.16,2016-07-01 21:00:00
"53125",NA,-73.9673,40.9255,0.09,2016-07-01 21:00:00
"53126",NA,-73.9242,40.9059,0.04,2016-07-01 21:00:00
"53191",NA,-73.8982,40.9384,0.04,2016-07-01 21:00:00
"53192",NA,-73.8552,40.9188,0.01,2016-07-01 21:00:00
"55066",NA,-74.2836,40.4504,0.08,2016-07-01 22:00:00
"55116",NA,-74.2582,40.483,0.14,2016-07-01 22:00:00
"55117",NA,-74.2154,40.4636,0.09,2016-07-01 22:00:00
"55160",NA,-74.2755,40.5349,0.36,2016-07-01 22:00:00
"55161","Staten Island",-74.2327,40.5155,0.28,2016-07-01 22:00:00
"55162","Staten Island",-74.1899,40.4961,0.18,2016-07-01 22:00:00
"55163",NA,-74.1472,40.4767,0.07,2016-07-01 22:00:00
"55164",NA,-74.1045,40.4573,0.14,2016-07-01 22:00:00
"55207",NA,-74.2929,40.5868,0.08,2016-07-01 22:00:00
"55208",NA,-74.25,40.5674,0.32,2016-07-01 22:00:00
"55209","Staten Island",-74.2072,40.548,0.37,2016-07-01 22:00:00
"55210","Staten Island",-74.1644,40.5286,0.19,2016-07-01 22:00:00
"55211","Staten Island",-74.1216,40.5092,0.11,2016-07-01 22:00:00
"55212",NA,-74.0789,40.4898,0.15,2016-07-01 22:00:00
"55213",NA,-74.0362,40.4703,0.12,2016-07-01 22:00:00
"55214",NA,-73.9936,40.4508,0.13,2016-07-01 22:00:00
"55252",NA,-74.2674,40.6193,0.12,2016-07-01 22:00:00
"55253",NA,-74.2245,40.6,0.12,2016-07-01 22:00:00
"55254","Staten Island",-74.1817,40.5806,0.3,2016-07-01 22:00:00
"55255","Staten Island",-74.1388,40.5611,0.34,2016-07-01 22:00:00
"55256","Staten Island",-74.0961,40.5417,0.18,2016-07-01 22:00:00
"55257",NA,-74.0533,40.5222,0.16,2016-07-01 22:00:00
"55258",NA,-74.0106,40.5028,0.12,2016-07-01 22:00:00
"55259",NA,-73.968,40.4833,0.15,2016-07-01 22:00:00
"55260",NA,-73.9253,40.4637,0.1,2016-07-01 22:00:00
"55296",NA,-74.2848,40.6713,0.1,2016-07-01 22:00:00
"55297",NA,-74.2419,40.6519,0.09,2016-07-01 22:00:00
"55298","Staten Island",-74.199,40.6325,0.08,2016-07-01 22:00:00
"55299","Staten Island",-74.1561,40.6131,0.19,2016-07-01 22:00:00
"55300","Staten Island",-74.1133,40.5937,0.28,2016-07-01 22:00:00
"55301","Staten Island",-74.0705,40.5742,0.23,2016-07-01 22:00:00
"55302","Queens",-74.0277,40.5547,0.18,2016-07-01 22:00:00
"55303",NA,-73.985,40.5352,0.13,2016-07-01 22:00:00
"55304",NA,-73.9423,40.5157,0.08,2016-07-01 22:00:00
"55305",NA,-73.8996,40.4962,0.07,2016-07-01 22:00:00
"55306",NA,-73.857,40.4766,0.05,2016-07-01 22:00:00
"55344",NA,-74.2593,40.7039,0.43,2016-07-01 22:00:00
"55345",NA,-74.2163,40.6845,0.13,2016-07-01 22:00:00
"55346",NA,-74.1734,40.6651,0.1,2016-07-01 22:00:00
"55347",NA,-74.1305,40.6456,0.13,2016-07-01 22:00:00
"55348","Staten Island",-74.0876,40.6262,0.22,2016-07-01 22:00:00
"55349","Staten Island",-74.0448,40.6067,0.21,2016-07-01 22:00:00
"55350","Brooklyn",-74.002,40.5872,0.14,2016-07-01 22:00:00
"55351","Brooklyn",-73.9593,40.5677,0.14,2016-07-01 22:00:00
"55352","Queens",-73.9166,40.5481,0.1,2016-07-01 22:00:00
"55353",NA,-73.8739,40.5286,0.05,2016-07-01 22:00:00
"55354",NA,-73.8313,40.509,0.04,2016-07-01 22:00:00
"55355",NA,-73.7887,40.4894,0.03,2016-07-01 22:00:00
"55389",NA,-74.2767,40.7559,0.36,2016-07-01 22:00:00
"55390",NA,-74.2337,40.7365,0.75,2016-07-01 22:00:00
"55391",NA,-74.1907,40.7171,0.39,2016-07-01 22:00:00
"55392",NA,-74.1477,40.6976,0.12,2016-07-01 22:00:00
"55393",NA,-74.1048,40.6782,0.07,2016-07-01 22:00:00
"55394",NA,-74.062,40.6587,0.1,2016-07-01 22:00:00
"55395","Brooklyn",-74.0191,40.6392,0.21,2016-07-01 22:00:00
"55396","Brooklyn",-73.9763,40.6197,0.16,2016-07-01 22:00:00
"55397","Brooklyn",-73.9335,40.6001,0.11,2016-07-01 22:00:00
"55398","Brooklyn",-73.8908,40.5806,0.03,2016-07-01 22:00:00
"55399",NA,-73.8481,40.561,0.03,2016-07-01 22:00:00
"55400",NA,-73.8055,40.5414,0.01,2016-07-01 22:00:00
"55401",NA,-73.7629,40.5218,0.02,2016-07-01 22:00:00
"55434",NA,-74.2942,40.8079,0.27,2016-07-01 22:00:00
"55435",NA,-74.2511,40.7885,0.16,2016-07-01 22:00:00
"55436",NA,-74.2081,40.7691,0.3,2016-07-01 22:00:00
"55437",NA,-74.1651,40.7496,0.67,2016-07-01 22:00:00
"55438",NA,-74.1221,40.7302,0.44,2016-07-01 22:00:00
"55439",NA,-74.0791,40.7107,0.13,2016-07-01 22:00:00
"55440",NA,-74.0362,40.6912,0.03,2016-07-01 22:00:00
"55441","Brooklyn",-73.9934,40.6717,0.05,2016-07-01 22:00:00
"55442","Brooklyn",-73.9506,40.6521,0.1,2016-07-01 22:00:00
"55443","Brooklyn",-73.9078,40.6326,0.08,2016-07-01 22:00:00
"55444","Brooklyn",-73.865,40.613,0.04,2016-07-01 22:00:00
"55445","Queens",-73.8223,40.5934,0.02,2016-07-01 22:00:00
"55446",NA,-73.7797,40.5738,0.01,2016-07-01 22:00:00
"55482",NA,-74.2686,40.8405,0.2,2016-07-01 22:00:00
"55483",NA,-74.2255,40.8211,0.16,2016-07-01 22:00:00
"55484",NA,-74.1824,40.8017,0.09,2016-07-01 22:00:00
"55485",NA,-74.1394,40.7822,0.28,2016-07-01 22:00:00
"55486",NA,-74.0964,40.7627,0.5,2016-07-01 22:00:00
"55487",NA,-74.0534,40.7432,0.13,2016-07-01 22:00:00
"55488","Manhattan",-74.0105,40.7237,0.04,2016-07-01 22:00:00
"55489","Brooklyn",-73.9676,40.7042,0.03,2016-07-01 22:00:00
"55490","Brooklyn",-73.9248,40.6846,0.07,2016-07-01 22:00:00
"55491","Brooklyn",-73.882,40.665,0.09,2016-07-01 22:00:00
"55492","Queens",-73.8392,40.6454,0.06,2016-07-01 22:00:00
"55493","Queens",-73.7965,40.6258,0.02,2016-07-01 22:00:00
"55494","Queens",-73.7538,40.6062,0.01,2016-07-01 22:00:00
"55534",NA,-74.2861,40.8925,0.07,2016-07-01 22:00:00
"55535",NA,-74.2429,40.8731,0.21,2016-07-01 22:00:00
"55536",NA,-74.1998,40.8537,0.14,2016-07-01 22:00:00
"55537",NA,-74.1567,40.8342,0.12,2016-07-01 22:00:00
"55538",NA,-74.1136,40.8148,0.18,2016-07-01 22:00:00
"55539",NA,-74.0706,40.7953,0.35,2016-07-01 22:00:00
"55540",NA,-74.0277,40.7758,0.49,2016-07-01 22:00:00
"55541","Manhattan",-73.9847,40.7562,0.13,2016-07-01 22:00:00
"55542","Queens",-73.9418,40.7367,0.04,2016-07-01 22:00:00
"55543","Queens",-73.8989,40.7171,0.04,2016-07-01 22:00:00
"55544","Queens",-73.8561,40.6975,0.08,2016-07-01 22:00:00
"55545","Queens",-73.8133,40.6779,0.06,2016-07-01 22:00:00
"55587",NA,-74.2604,40.9252,0.07,2016-07-01 22:00:00
"55588",NA,-74.2172,40.9058,0.1,2016-07-01 22:00:00
"55589",NA,-74.1741,40.8863,0.13,2016-07-01 22:00:00
"55590",NA,-74.131,40.8668,0.11,2016-07-01 22:00:00
"55591",NA,-74.0879,40.8473,0.17,2016-07-01 22:00:00
"55592",NA,-74.0448,40.8278,0.22,2016-07-01 22:00:00
"55593",NA,-74.0018,40.8083,0.18,2016-07-01 22:00:00
"55594","Manhattan",-73.9589,40.7887,0.08,2016-07-01 22:00:00
"55595","Queens",-73.916,40.7692,0.07,2016-07-01 22:00:00
"55596","Queens",-73.8731,40.7496,0.03,2016-07-01 22:00:00
"55597","Queens",-73.8302,40.7299,0.06,2016-07-01 22:00:00
"55598","Queens",-73.7874,40.7103,0.07,2016-07-01 22:00:00
"55650",NA,-74.1915,40.9384,0.08,2016-07-01 22:00:00
"55651",NA,-74.1483,40.9189,0.13,2016-07-01 22:00:00
"55652",NA,-74.1052,40.8994,0.08,2016-07-01 22:00:00
"55653",NA,-74.0621,40.8799,0.11,2016-07-01 22:00:00
"55654",NA,-74.019,40.8604,0.17,2016-07-01 22:00:00
"55655",NA,-73.976,40.8408,0.11,2016-07-01 22:00:00
"55656","Manhattan",-73.933,40.8213,0.11,2016-07-01 22:00:00
"55657","Bronx",-73.8901,40.8017,0.02,2016-07-01 22:00:00
"55658","Queens",-73.8472,40.782,0.09,2016-07-01 22:00:00
"55659","Queens",-73.8043,40.7624,0.06,2016-07-01 22:00:00
"55660","Queens",-73.7615,40.7427,0.05,2016-07-01 22:00:00
"55713",NA,-74.0794,40.932,0.08,2016-07-01 22:00:00
"55714",NA,-74.0362,40.9125,0.12,2016-07-01 22:00:00
"55715",NA,-73.9932,40.8929,0.22,2016-07-01 22:00:00
"55716",NA,-73.9501,40.8734,0.09,2016-07-01 22:00:00
"55717","Bronx",-73.9071,40.8538,0.08,2016-07-01 22:00:00
"55718","Bronx",-73.8642,40.8341,0.09,2016-07-01 22:00:00
"55719","Bronx",-73.8212,40.8145,0.08,2016-07-01 22:00:00
"55720","Queens",-73.7783,40.7948,0.04,2016-07-01 22:00:00
"55778",NA,-74.0104,40.9451,0.08,2016-07-01 22:00:00
"55779",NA,-73.9673,40.9255,0.13,2016-07-01 22:00:00
"55780",NA,-73.9242,40.9059,0.11,2016-07-01 22:00:00
"55781","Bronx",-73.8812,40.8863,0.07,2016-07-01 22:00:00
"55782","Bronx",-73.8382,40.8666,0.06,2016-07-01 22:00:00
"55783","Bronx",-73.7953,40.847,0.08,2016-07-01 22:00:00
"55784",NA,-73.7523,40.8273,0.04,2016-07-01 22:00:00
"55846",NA,-73.8982,40.9384,0.11,2016-07-01 22:00:00
"55847",NA,-73.8552,40.9188,0.1,2016-07-01 22:00:00
"55848",NA,-73.8122,40.8991,0.07,2016-07-01 22:00:00
"55849",NA,-73.7692,40.8794,0.07,2016-07-01 22:00:00
"55908",NA,-73.7862,40.9316,0.08,2016-07-01 22:00:00
"54027",NA,-74.2582,40.483,0.02,2016-07-01 23:00:00
"54028",NA,-74.2154,40.4636,0.01,2016-07-01 23:00:00
"54068","Staten Island",-74.1899,40.4961,0.01,2016-07-01 23:00:00
"54069",NA,-74.1472,40.4767,0.02,2016-07-01 23:00:00
"54070",NA,-74.1045,40.4573,0.1,2016-07-01 23:00:00
"54108","Staten Island",-74.1216,40.5092,0.02,2016-07-01 23:00:00
"54109",NA,-74.0789,40.4898,0.04,2016-07-01 23:00:00
"54110",NA,-74.0362,40.4703,0.1,2016-07-01 23:00:00
"54111",NA,-73.9936,40.4508,0.12,2016-07-01 23:00:00
"54145","Staten Island",-74.1388,40.5611,0.01,2016-07-01 23:00:00
"54146","Staten Island",-74.0961,40.5417,0.03,2016-07-01 23:00:00
"54147",NA,-74.0533,40.5222,0.06,2016-07-01 23:00:00
"54148",NA,-74.0106,40.5028,0.07,2016-07-01 23:00:00
"54149",NA,-73.968,40.4833,0.09,2016-07-01 23:00:00
"54150",NA,-73.9253,40.4637,0.22,2016-07-01 23:00:00
"54185","Staten Island",-74.1133,40.5937,0.01,2016-07-01 23:00:00
"54186","Staten Island",-74.0705,40.5742,0.07,2016-07-01 23:00:00
"54187","Queens",-74.0277,40.5547,0.06,2016-07-01 23:00:00
"54188",NA,-73.985,40.5352,0.09,2016-07-01 23:00:00
"54189",NA,-73.9423,40.5157,0.1,2016-07-01 23:00:00
"54190",NA,-73.8996,40.4962,0.15,2016-07-01 23:00:00
"54191",NA,-73.857,40.4766,0.41,2016-07-01 23:00:00
"54223",NA,-74.2163,40.6845,0.01,2016-07-01 23:00:00
"54224","Staten Island",-74.0448,40.6067,0.07,2016-07-01 23:00:00
"54225","Brooklyn",-74.002,40.5872,0.12,2016-07-01 23:00:00
"54226","Brooklyn",-73.9593,40.5677,0.17,2016-07-01 23:00:00
"54227","Queens",-73.9166,40.5481,0.13,2016-07-01 23:00:00
"54228",NA,-73.8739,40.5286,0.14,2016-07-01 23:00:00
"54229",NA,-73.8313,40.509,0.32,2016-07-01 23:00:00
"54230",NA,-73.7887,40.4894,0.42,2016-07-01 23:00:00
"54258",NA,-74.1907,40.7171,0.04,2016-07-01 23:00:00
"54259",NA,-74.1477,40.6976,0.04,2016-07-01 23:00:00
"54260",NA,-74.1048,40.6782,0.03,2016-07-01 23:00:00
"54261",NA,-74.062,40.6587,0.03,2016-07-01 23:00:00
"54262","Brooklyn",-74.0191,40.6392,0.06,2016-07-01 23:00:00
"54263","Brooklyn",-73.9763,40.6197,0.09,2016-07-01 23:00:00
"54264","Brooklyn",-73.9335,40.6001,0.19,2016-07-01 23:00:00
"54265","Brooklyn",-73.8908,40.5806,0.24,2016-07-01 23:00:00
"54266",NA,-73.8481,40.561,0.18,2016-07-01 23:00:00
"54267",NA,-73.8055,40.5414,0.23,2016-07-01 23:00:00
"54268",NA,-73.7629,40.5218,0.36,2016-07-01 23:00:00
"54300",NA,-74.1651,40.7496,0.03,2016-07-01 23:00:00
"54301",NA,-74.1221,40.7302,0.06,2016-07-01 23:00:00
"54302",NA,-74.0791,40.7107,0.04,2016-07-01 23:00:00
"54303",NA,-74.0362,40.6912,0.07,2016-07-01 23:00:00
"54304","Brooklyn",-73.9934,40.6717,0.08,2016-07-01 23:00:00
"54305","Brooklyn",-73.9506,40.6521,0.09,2016-07-01 23:00:00
"54306","Brooklyn",-73.9078,40.6326,0.17,2016-07-01 23:00:00
"54307","Brooklyn",-73.865,40.613,0.27,2016-07-01 23:00:00
"54308","Queens",-73.8223,40.5934,0.29,2016-07-01 23:00:00
"54309",NA,-73.7797,40.5738,0.25,2016-07-01 23:00:00
"54346",NA,-74.1394,40.7822,0.05,2016-07-01 23:00:00
"54347",NA,-74.0964,40.7627,0.09,2016-07-01 23:00:00
"54348",NA,-74.0534,40.7432,0.1,2016-07-01 23:00:00
"54349","Manhattan",-74.0105,40.7237,0.08,2016-07-01 23:00:00
"54350","Brooklyn",-73.9676,40.7042,0.1,2016-07-01 23:00:00
"54351","Brooklyn",-73.9248,40.6846,0.09,2016-07-01 23:00:00
"54352","Brooklyn",-73.882,40.665,0.12,2016-07-01 23:00:00
"54353","Queens",-73.8392,40.6454,0.24,2016-07-01 23:00:00
"54354","Queens",-73.7965,40.6258,0.29,2016-07-01 23:00:00
"54355","Queens",-73.7538,40.6062,0.36,2016-07-01 23:00:00
"54391",NA,-74.1136,40.8148,0.02,2016-07-01 23:00:00
"54392",NA,-74.0706,40.7953,0.05,2016-07-01 23:00:00
"54393",NA,-74.0277,40.7758,0.08,2016-07-01 23:00:00
"54394","Manhattan",-73.9847,40.7562,0.14,2016-07-01 23:00:00
"54395","Queens",-73.9418,40.7367,0.1,2016-07-01 23:00:00
"54396","Queens",-73.8989,40.7171,0.09,2016-07-01 23:00:00
"54397","Queens",-73.8561,40.6975,0.11,2016-07-01 23:00:00
