"","Borough","Lon","Lat","Globvalue","time"
"46039",NA,-73.857,40.4766,0.15,2016-07-30 22:00:00
"46096",NA,-74.2593,40.7039,0.36,2016-07-30 22:00:00
"46097",NA,-74.2163,40.6845,0.33,2016-07-30 22:00:00
"46098",NA,-74.1734,40.6651,0.27,2016-07-30 22:00:00
"46099",NA,-74.1305,40.6456,0.23,2016-07-30 22:00:00
"46100","Staten Island",-74.0876,40.6262,0.22,2016-07-30 22:00:00
"46101","Staten Island",-74.0448,40.6067,0.21,2016-07-30 22:00:00
"46102","Brooklyn",-74.002,40.5872,0.22,2016-07-30 22:00:00
"46103","Brooklyn",-73.9593,40.5677,0.25,2016-07-30 22:00:00
"46104","Queens",-73.9166,40.5481,0.25,2016-07-30 22:00:00
"46105",NA,-73.8739,40.5286,0.22,2016-07-30 22:00:00
"46106",NA,-73.8313,40.509,0.2,2016-07-30 22:00:00
"46107",NA,-73.7887,40.4894,0.19,2016-07-30 22:00:00
"46170",NA,-74.2767,40.7559,0.34,2016-07-30 22:00:00
"46171",NA,-74.2337,40.7365,0.37,2016-07-30 22:00:00
"46172",NA,-74.1907,40.7171,0.27,2016-07-30 22:00:00
"46173",NA,-74.1477,40.6976,0.21,2016-07-30 22:00:00
"46174",NA,-74.1048,40.6782,0.2,2016-07-30 22:00:00
"46175",NA,-74.062,40.6587,0.2,2016-07-30 22:00:00
"46176","Brooklyn",-74.0191,40.6392,0.2,2016-07-30 22:00:00
"46177","Brooklyn",-73.9763,40.6197,0.19,2016-07-30 22:00:00
"46178","Brooklyn",-73.9335,40.6001,0.19,2016-07-30 22:00:00
"46179","Brooklyn",-73.8908,40.5806,0.21,2016-07-30 22:00:00
"46180",NA,-73.8481,40.561,0.19,2016-07-30 22:00:00
"46181",NA,-73.8055,40.5414,0.17,2016-07-30 22:00:00
"46182",NA,-73.7629,40.5218,0.16,2016-07-30 22:00:00
"46251",NA,-74.2942,40.8079,0.24,2016-07-30 22:00:00
"46252",NA,-74.2511,40.7885,0.31,2016-07-30 22:00:00
"46253",NA,-74.2081,40.7691,0.29,2016-07-30 22:00:00
"46254",NA,-74.1651,40.7496,0.23,2016-07-30 22:00:00
"46255",NA,-74.1221,40.7302,0.18,2016-07-30 22:00:00
"46256",NA,-74.0791,40.7107,0.18,2016-07-30 22:00:00
"46257",NA,-74.0362,40.6912,0.16,2016-07-30 22:00:00
"46258","Brooklyn",-73.9934,40.6717,0.16,2016-07-30 22:00:00
"46259","Brooklyn",-73.9506,40.6521,0.16,2016-07-30 22:00:00
"46260","Brooklyn",-73.9078,40.6326,0.14,2016-07-30 22:00:00
"46261","Brooklyn",-73.865,40.613,0.16,2016-07-30 22:00:00
"46262","Queens",-73.8223,40.5934,0.18,2016-07-30 22:00:00
"46263",NA,-73.7797,40.5738,0.16,2016-07-30 22:00:00
"46340",NA,-74.2686,40.8405,0.25,2016-07-30 22:00:00
"46341",NA,-74.2255,40.8211,0.18,2016-07-30 22:00:00
"46342",NA,-74.1824,40.8017,0.2,2016-07-30 22:00:00
"46343",NA,-74.1394,40.7822,0.21,2016-07-30 22:00:00
"46344",NA,-74.0964,40.7627,0.19,2016-07-30 22:00:00
"46345",NA,-74.0534,40.7432,0.12,2016-07-30 22:00:00
"46346","Manhattan",-74.0105,40.7237,0.13,2016-07-30 22:00:00
"46347","Brooklyn",-73.9676,40.7042,0.14,2016-07-30 22:00:00
"46348","Brooklyn",-73.9248,40.6846,0.13,2016-07-30 22:00:00
"46349","Brooklyn",-73.882,40.665,0.12,2016-07-30 22:00:00
"46350","Queens",-73.8392,40.6454,0.09,2016-07-30 22:00:00
"46351","Queens",-73.7965,40.6258,0.1,2016-07-30 22:00:00
"46352","Queens",-73.7538,40.6062,0.11,2016-07-30 22:00:00
"46427",NA,-74.2861,40.8925,0.2,2016-07-30 22:00:00
"46428",NA,-74.2429,40.8731,0.21,2016-07-30 22:00:00
"46429",NA,-74.1998,40.8537,0.18,2016-07-30 22:00:00
"46430",NA,-74.1567,40.8342,0.18,2016-07-30 22:00:00
"46431",NA,-74.1136,40.8148,0.2,2016-07-30 22:00:00
"46432",NA,-74.0706,40.7953,0.18,2016-07-30 22:00:00
"46433",NA,-74.0277,40.7758,0.15,2016-07-30 22:00:00
"46434","Manhattan",-73.9847,40.7562,0.12,2016-07-30 22:00:00
"46435","Queens",-73.9418,40.7367,0.08,2016-07-30 22:00:00
"46436","Queens",-73.8989,40.7171,0.07,2016-07-30 22:00:00
"46437","Queens",-73.8561,40.6975,0.07,2016-07-30 22:00:00
"46438","Queens",-73.8133,40.6779,0.07,2016-07-30 22:00:00
"46439","Queens",-73.7706,40.6582,0.09,2016-07-30 22:00:00
"46506",NA,-74.2604,40.9252,0.15,2016-07-30 22:00:00
"46507",NA,-74.2172,40.9058,0.17,2016-07-30 22:00:00
"46508",NA,-74.1741,40.8863,0.18,2016-07-30 22:00:00
"46509",NA,-74.131,40.8668,0.18,2016-07-30 22:00:00
"46510",NA,-74.0879,40.8473,0.18,2016-07-30 22:00:00
"46511",NA,-74.0448,40.8278,0.16,2016-07-30 22:00:00
"46512",NA,-74.0018,40.8083,0.09,2016-07-30 22:00:00
"46513","Manhattan",-73.9589,40.7887,0.06,2016-07-30 22:00:00
"46514","Queens",-73.916,40.7692,0.06,2016-07-30 22:00:00
"46515","Queens",-73.8731,40.7496,0.05,2016-07-30 22:00:00
"46516","Queens",-73.8302,40.7299,0.05,2016-07-30 22:00:00
"46517","Queens",-73.7874,40.7103,0.06,2016-07-30 22:00:00
"46584",NA,-74.1915,40.9384,0.17,2016-07-30 22:00:00
"46585",NA,-74.1483,40.9189,0.18,2016-07-30 22:00:00
"46586",NA,-74.1052,40.8994,0.19,2016-07-30 22:00:00
"46587",NA,-74.0621,40.8799,0.17,2016-07-30 22:00:00
"46588",NA,-74.019,40.8604,0.16,2016-07-30 22:00:00
"46589",NA,-73.976,40.8408,0.09,2016-07-30 22:00:00
"46590","Manhattan",-73.933,40.8213,0.06,2016-07-30 22:00:00
"46591","Bronx",-73.8901,40.8017,0.04,2016-07-30 22:00:00
"46592","Queens",-73.8472,40.782,0.05,2016-07-30 22:00:00
"46593","Queens",-73.8043,40.7624,0.04,2016-07-30 22:00:00
"46594","Queens",-73.7615,40.7427,0.04,2016-07-30 22:00:00
"46662",NA,-74.0794,40.932,0.19,2016-07-30 22:00:00
"46663",NA,-74.0362,40.9125,0.19,2016-07-30 22:00:00
"46664",NA,-73.9932,40.8929,0.19,2016-07-30 22:00:00
"46665",NA,-73.9501,40.8734,0.09,2016-07-30 22:00:00
"46666","Bronx",-73.9071,40.8538,0.07,2016-07-30 22:00:00
"46667","Bronx",-73.8642,40.8341,0.05,2016-07-30 22:00:00
"46668","Bronx",-73.8212,40.8145,0.04,2016-07-30 22:00:00
"46669","Queens",-73.7783,40.7948,0.04,2016-07-30 22:00:00
"46743",NA,-74.0104,40.9451,0.17,2016-07-30 22:00:00
"46744",NA,-73.9673,40.9255,0.18,2016-07-30 22:00:00
"46745",NA,-73.9242,40.9059,0.1,2016-07-30 22:00:00
"46746","Bronx",-73.8812,40.8863,0.07,2016-07-30 22:00:00
"46747","Bronx",-73.8382,40.8666,0.06,2016-07-30 22:00:00
"46748","Bronx",-73.7953,40.847,0.05,2016-07-30 22:00:00
"46749",NA,-73.7523,40.8273,0.04,2016-07-30 22:00:00
"46828",NA,-73.8982,40.9384,0.11,2016-07-30 22:00:00
"46829",NA,-73.8552,40.9188,0.08,2016-07-30 22:00:00
"46830",NA,-73.8122,40.8991,0.07,2016-07-30 22:00:00
"46831",NA,-73.7692,40.8794,0.05,2016-07-30 22:00:00
"46911",NA,-73.7862,40.9316,0.06,2016-07-30 22:00:00
"46518",NA,-74.2836,40.4504,0.07,2016-07-30 23:00:00
"465931",NA,-74.2582,40.483,0.08,2016-07-30 23:00:00
"465941",NA,-74.2154,40.4636,0.1,2016-07-30 23:00:00
"46660",NA,-74.2755,40.5349,0.07,2016-07-30 23:00:00
"46661","Staten Island",-74.2327,40.5155,0.1,2016-07-30 23:00:00
"466621","Staten Island",-74.1899,40.4961,0.14,2016-07-30 23:00:00
"466631",NA,-74.1472,40.4767,0.16,2016-07-30 23:00:00
"466641",NA,-74.1045,40.4573,0.19,2016-07-30 23:00:00
"46727",NA,-74.2929,40.5868,0.05,2016-07-30 23:00:00
"46728",NA,-74.25,40.5674,0.05,2016-07-30 23:00:00
"46729","Staten Island",-74.2072,40.548,0.09,2016-07-30 23:00:00
"46730","Staten Island",-74.1644,40.5286,0.13,2016-07-30 23:00:00
"46731","Staten Island",-74.1216,40.5092,0.16,2016-07-30 23:00:00
"46732",NA,-74.0789,40.4898,0.18,2016-07-30 23:00:00
"46733",NA,-74.0362,40.4703,0.19,2016-07-30 23:00:00
"46734",NA,-73.9936,40.4508,0.18,2016-07-30 23:00:00
"46795",NA,-74.2674,40.6193,0.04,2016-07-30 23:00:00
"46796",NA,-74.2245,40.6,0.04,2016-07-30 23:00:00
"46797","Staten Island",-74.1817,40.5806,0.06,2016-07-30 23:00:00
"46798","Staten Island",-74.1388,40.5611,0.07,2016-07-30 23:00:00
"46799","Staten Island",-74.0961,40.5417,0.1,2016-07-30 23:00:00
"46800",NA,-74.0533,40.5222,0.13,2016-07-30 23:00:00
"46801",NA,-74.0106,40.5028,0.15,2016-07-30 23:00:00
"46802",NA,-73.968,40.4833,0.15,2016-07-30 23:00:00
"46803",NA,-73.9253,40.4637,0.17,2016-07-30 23:00:00
"46861",NA,-74.2848,40.6713,0.05,2016-07-30 23:00:00
"46862",NA,-74.2419,40.6519,0.06,2016-07-30 23:00:00
"46863","Staten Island",-74.199,40.6325,0.06,2016-07-30 23:00:00
"46864","Staten Island",-74.1561,40.6131,0.06,2016-07-30 23:00:00
"46865","Staten Island",-74.1133,40.5937,0.06,2016-07-30 23:00:00
"46866","Staten Island",-74.0705,40.5742,0.08,2016-07-30 23:00:00
"46867","Queens",-74.0277,40.5547,0.11,2016-07-30 23:00:00
"46868",NA,-73.985,40.5352,0.12,2016-07-30 23:00:00
"46869",NA,-73.9423,40.5157,0.12,2016-07-30 23:00:00
"46870",NA,-73.8996,40.4962,0.13,2016-07-30 23:00:00
"46871",NA,-73.857,40.4766,0.14,2016-07-30 23:00:00
"46934",NA,-74.2593,40.7039,0.07,2016-07-30 23:00:00
"46935",NA,-74.2163,40.6845,0.07,2016-07-30 23:00:00
"46936",NA,-74.1734,40.6651,0.07,2016-07-30 23:00:00
"46937",NA,-74.1305,40.6456,0.07,2016-07-30 23:00:00
"46938","Staten Island",-74.0876,40.6262,0.07,2016-07-30 23:00:00
"46939","Staten Island",-74.0448,40.6067,0.07,2016-07-30 23:00:00
"46940","Brooklyn",-74.002,40.5872,0.08,2016-07-30 23:00:00
"46941","Brooklyn",-73.9593,40.5677,0.09,2016-07-30 23:00:00
"46942","Queens",-73.9166,40.5481,0.09,2016-07-30 23:00:00
"46943",NA,-73.8739,40.5286,0.09,2016-07-30 23:00:00
"46944",NA,-73.8313,40.509,0.1,2016-07-30 23:00:00
"46945",NA,-73.7887,40.4894,0.12,2016-07-30 23:00:00
"47010",NA,-74.2767,40.7559,0.07,2016-07-30 23:00:00
"47011",NA,-74.2337,40.7365,0.08,2016-07-30 23:00:00
"47012",NA,-74.1907,40.7171,0.08,2016-07-30 23:00:00
"47013",NA,-74.1477,40.6976,0.08,2016-07-30 23:00:00
"47014",NA,-74.1048,40.6782,0.06,2016-07-30 23:00:00
"47015",NA,-74.062,40.6587,0.06,2016-07-30 23:00:00
"47016","Brooklyn",-74.0191,40.6392,0.07,2016-07-30 23:00:00
"47017","Brooklyn",-73.9763,40.6197,0.08,2016-07-30 23:00:00
"47018","Brooklyn",-73.9335,40.6001,0.07,2016-07-30 23:00:00
"47019","Brooklyn",-73.8908,40.5806,0.05,2016-07-30 23:00:00
"47020",NA,-73.8481,40.561,0.05,2016-07-30 23:00:00
"47021",NA,-73.8055,40.5414,0.05,2016-07-30 23:00:00
"47022",NA,-73.7629,40.5218,0.06,2016-07-30 23:00:00
"47093",NA,-74.2942,40.8079,0.09,2016-07-30 23:00:00
"47094",NA,-74.2511,40.7885,0.1,2016-07-30 23:00:00
"47095",NA,-74.2081,40.7691,0.1,2016-07-30 23:00:00
"47096",NA,-74.1651,40.7496,0.1,2016-07-30 23:00:00
"47097",NA,-74.1221,40.7302,0.08,2016-07-30 23:00:00
"47098",NA,-74.0791,40.7107,0.06,2016-07-30 23:00:00
"47099",NA,-74.0362,40.6912,0.04,2016-07-30 23:00:00
"47100","Brooklyn",-73.9934,40.6717,0.04,2016-07-30 23:00:00
"47101","Brooklyn",-73.9506,40.6521,0.05,2016-07-30 23:00:00
"47102","Brooklyn",-73.9078,40.6326,0.04,2016-07-30 23:00:00
"47103","Brooklyn",-73.865,40.613,0.04,2016-07-30 23:00:00
"47104","Queens",-73.8223,40.5934,0.05,2016-07-30 23:00:00
"47105",NA,-73.7797,40.5738,0.04,2016-07-30 23:00:00
"47171",NA,-74.2686,40.8405,0.18,2016-07-30 23:00:00
"47172",NA,-74.2255,40.8211,0.1,2016-07-30 23:00:00
"47173",NA,-74.1824,40.8017,0.11,2016-07-30 23:00:00
"47174",NA,-74.1394,40.7822,0.1,2016-07-30 23:00:00
"47175",NA,-74.0964,40.7627,0.08,2016-07-30 23:00:00
"47176",NA,-74.0534,40.7432,0.04,2016-07-30 23:00:00
"47177","Manhattan",-74.0105,40.7237,0.03,2016-07-30 23:00:00
"47178","Brooklyn",-73.9676,40.7042,0.04,2016-07-30 23:00:00
"47179","Brooklyn",-73.9248,40.6846,0.04,2016-07-30 23:00:00
"47180","Brooklyn",-73.882,40.665,0.04,2016-07-30 23:00:00
"47181","Queens",-73.8392,40.6454,0.05,2016-07-30 23:00:00
"47182","Queens",-73.7965,40.6258,0.05,2016-07-30 23:00:00
"47183","Queens",-73.7538,40.6062,0.05,2016-07-30 23:00:00
"47247",NA,-74.2861,40.8925,0.29,2016-07-30 23:00:00
"47248",NA,-74.2429,40.8731,0.36,2016-07-30 23:00:00
"47249",NA,-74.1998,40.8537,0.1,2016-07-30 23:00:00
"47250",NA,-74.1567,40.8342,0.08,2016-07-30 23:00:00
"47251",NA,-74.1136,40.8148,0.1,2016-07-30 23:00:00
"47252",NA,-74.0706,40.7953,0.09,2016-07-30 23:00:00
"47253",NA,-74.0277,40.7758,0.07,2016-07-30 23:00:00
"47254","Manhattan",-73.9847,40.7562,0.03,2016-07-30 23:00:00
"47255","Queens",-73.9418,40.7367,0.03,2016-07-30 23:00:00
"47256","Queens",-73.8989,40.7171,0.03,2016-07-30 23:00:00
"47257","Queens",-73.8561,40.6975,0.04,2016-07-30 23:00:00
"47258","Queens",-73.8133,40.6779,0.05,2016-07-30 23:00:00
"47259","Queens",-73.7706,40.6582,0.05,2016-07-30 23:00:00
"47325",NA,-74.2604,40.9252,0.55,2016-07-30 23:00:00
"47326",NA,-74.2172,40.9058,0.28,2016-07-30 23:00:00
"47327",NA,-74.1741,40.8863,0.08,2016-07-30 23:00:00
"47328",NA,-74.131,40.8668,0.07,2016-07-30 23:00:00
"47329",NA,-74.0879,40.8473,0.09,2016-07-30 23:00:00
"47330",NA,-74.0448,40.8278,0.09,2016-07-30 23:00:00
"47331",NA,-74.0018,40.8083,0.06,2016-07-30 23:00:00
"47332","Manhattan",-73.9589,40.7887,0.04,2016-07-30 23:00:00
"47333","Queens",-73.916,40.7692,0.02,2016-07-30 23:00:00
"47334","Queens",-73.8731,40.7496,0.02,2016-07-30 23:00:00
"47335","Queens",-73.8302,40.7299,0.03,2016-07-30 23:00:00
"47336","Queens",-73.7874,40.7103,0.04,2016-07-30 23:00:00
"47403",NA,-74.1915,40.9384,0.21,2016-07-30 23:00:00
"47404",NA,-74.1483,40.9189,0.08,2016-07-30 23:00:00
"47405",NA,-74.1052,40.8994,0.07,2016-07-30 23:00:00
"47406",NA,-74.0621,40.8799,0.08,2016-07-30 23:00:00
"47407",NA,-74.019,40.8604,0.09,2016-07-30 23:00:00
"47408",NA,-73.976,40.8408,0.06,2016-07-30 23:00:00
"47409","Manhattan",-73.933,40.8213,0.04,2016-07-30 23:00:00
"47410","Bronx",-73.8901,40.8017,0.02,2016-07-30 23:00:00
"47411","Queens",-73.8472,40.782,0.02,2016-07-30 23:00:00
"47412","Queens",-73.8043,40.7624,0.02,2016-07-30 23:00:00
"47413","Queens",-73.7615,40.7427,0.03,2016-07-30 23:00:00
"47481",NA,-74.0794,40.932,0.08,2016-07-30 23:00:00
"47482",NA,-74.0362,40.9125,0.08,2016-07-30 23:00:00
"47483",NA,-73.9932,40.8929,0.09,2016-07-30 23:00:00
"47484",NA,-73.9501,40.8734,0.06,2016-07-30 23:00:00
"47485","Bronx",-73.9071,40.8538,0.04,2016-07-30 23:00:00
"47486","Bronx",-73.8642,40.8341,0.04,2016-07-30 23:00:00
"47487","Bronx",-73.8212,40.8145,0.03,2016-07-30 23:00:00
"47488","Queens",-73.7783,40.7948,0.02,2016-07-30 23:00:00
"47553",NA,-74.0104,40.9451,0.09,2016-07-30 23:00:00
"47554",NA,-73.9673,40.9255,0.09,2016-07-30 23:00:00
"47555",NA,-73.9242,40.9059,0.06,2016-07-30 23:00:00
"47556","Bronx",-73.8812,40.8863,0.05,2016-07-30 23:00:00
"47557","Bronx",-73.8382,40.8666,0.04,2016-07-30 23:00:00
"47558","Bronx",-73.7953,40.847,0.03,2016-07-30 23:00:00
"47559",NA,-73.7523,40.8273,0.03,2016-07-30 23:00:00
"47630",NA,-73.8982,40.9384,0.07,2016-07-30 23:00:00
"47631",NA,-73.8552,40.9188,0.06,2016-07-30 23:00:00
"47632",NA,-73.8122,40.8991,0.05,2016-07-30 23:00:00
"47633",NA,-73.7692,40.8794,0.04,2016-07-30 23:00:00
"47704",NA,-73.7862,40.9316,0.05,2016-07-30 23:00:00
"43472",NA,-74.2836,40.4504,0.04,2016-07-31 00:00:00
"43555",NA,-74.2582,40.483,0.03,2016-07-31 00:00:00
"43556",NA,-74.2154,40.4636,0.04,2016-07-31 00:00:00
"43632",NA,-74.2755,40.5349,0.03,2016-07-31 00:00:00
"43633","Staten Island",-74.2327,40.5155,0.03,2016-07-31 00:00:00
"43634","Staten Island",-74.1899,40.4961,0.03,2016-07-31 00:00:00
"43635",NA,-74.1472,40.4767,0.03,2016-07-31 00:00:00
"43636",NA,-74.1045,40.4573,0.03,2016-07-31 00:00:00
"43706",NA,-74.2929,40.5868,0.03,2016-07-31 00:00:00
"43707",NA,-74.25,40.5674,0.02,2016-07-31 00:00:00
"43708","Staten Island",-74.2072,40.548,0.03,2016-07-31 00:00:00
"43709","Staten Island",-74.1644,40.5286,0.03,2016-07-31 00:00:00
"43710","Staten Island",-74.1216,40.5092,0.03,2016-07-31 00:00:00
"43711",NA,-74.0789,40.4898,0.03,2016-07-31 00:00:00
"43712",NA,-74.0362,40.4703,0.03,2016-07-31 00:00:00
"43713",NA,-73.9936,40.4508,0.03,2016-07-31 00:00:00
"43780",NA,-74.2674,40.6193,0.02,2016-07-31 00:00:00
"43781",NA,-74.2245,40.6,0.02,2016-07-31 00:00:00
"43782","Staten Island",-74.1817,40.5806,0.02,2016-07-31 00:00:00
"43783","Staten Island",-74.1388,40.5611,0.02,2016-07-31 00:00:00
"43784","Staten Island",-74.0961,40.5417,0.03,2016-07-31 00:00:00
"43785",NA,-74.0533,40.5222,0.03,2016-07-31 00:00:00
"43786",NA,-74.0106,40.5028,0.03,2016-07-31 00:00:00
"43787",NA,-73.968,40.4833,0.03,2016-07-31 00:00:00
"43788",NA,-73.9253,40.4637,0.03,2016-07-31 00:00:00
"43852",NA,-74.2848,40.6713,0.03,2016-07-31 00:00:00
"43853",NA,-74.2419,40.6519,0.02,2016-07-31 00:00:00
"43854","Staten Island",-74.199,40.6325,0.02,2016-07-31 00:00:00
"43855","Staten Island",-74.1561,40.6131,0.02,2016-07-31 00:00:00
"43856","Staten Island",-74.1133,40.5937,0.02,2016-07-31 00:00:00
"43857","Staten Island",-74.0705,40.5742,0.02,2016-07-31 00:00:00
"43858","Queens",-74.0277,40.5547,0.02,2016-07-31 00:00:00
"43859",NA,-73.985,40.5352,0.02,2016-07-31 00:00:00
"43860",NA,-73.9423,40.5157,0.02,2016-07-31 00:00:00
"43861",NA,-73.8996,40.4962,0.03,2016-07-31 00:00:00
"43862",NA,-73.857,40.4766,0.03,2016-07-31 00:00:00
"43924",NA,-74.2593,40.7039,0.03,2016-07-31 00:00:00
"43925",NA,-74.2163,40.6845,0.02,2016-07-31 00:00:00
"43926",NA,-74.1734,40.6651,0.02,2016-07-31 00:00:00
"43927",NA,-74.1305,40.6456,0.02,2016-07-31 00:00:00
"43928","Staten Island",-74.0876,40.6262,0.01,2016-07-31 00:00:00
"43929","Staten Island",-74.0448,40.6067,0.01,2016-07-31 00:00:00
"43930","Brooklyn",-74.002,40.5872,0.02,2016-07-31 00:00:00
"43931","Brooklyn",-73.9593,40.5677,0.02,2016-07-31 00:00:00
"43932","Queens",-73.9166,40.5481,0.02,2016-07-31 00:00:00
"43933",NA,-73.8739,40.5286,0.02,2016-07-31 00:00:00
"43934",NA,-73.8313,40.509,0.02,2016-07-31 00:00:00
"43935",NA,-73.7887,40.4894,0.03,2016-07-31 00:00:00
"43991",NA,-74.2767,40.7559,0.04,2016-07-31 00:00:00
"43992",NA,-74.2337,40.7365,0.04,2016-07-31 00:00:00
"43993",NA,-74.1907,40.7171,0.03,2016-07-31 00:00:00
"43994",NA,-74.1477,40.6976,0.02,2016-07-31 00:00:00
"43995",NA,-74.1048,40.6782,0.02,2016-07-31 00:00:00
"43996",NA,-74.062,40.6587,0.02,2016-07-31 00:00:00
"43997","Brooklyn",-74.0191,40.6392,0.01,2016-07-31 00:00:00
"43998","Brooklyn",-73.9763,40.6197,0.01,2016-07-31 00:00:00
"43999","Brooklyn",-73.9335,40.6001,0.02,2016-07-31 00:00:00
"44000","Brooklyn",-73.8908,40.5806,0.02,2016-07-31 00:00:00
"44002",NA,-73.8055,40.5414,0.01,2016-07-31 00:00:00
"44003",NA,-73.7629,40.5218,0.02,2016-07-31 00:00:00
"44062",NA,-74.2942,40.8079,0.04,2016-07-31 00:00:00
"44063",NA,-74.2511,40.7885,0.04,2016-07-31 00:00:00
"44064",NA,-74.2081,40.7691,0.03,2016-07-31 00:00:00
"44065",NA,-74.1651,40.7496,0.03,2016-07-31 00:00:00
"44066",NA,-74.1221,40.7302,0.03,2016-07-31 00:00:00
"44067",NA,-74.0791,40.7107,0.02,2016-07-31 00:00:00
"44068",NA,-74.0362,40.6912,0.01,2016-07-31 00:00:00
"44070","Brooklyn",-73.9506,40.6521,0.01,2016-07-31 00:00:00
"44071","Brooklyn",-73.9078,40.6326,0.01,2016-07-31 00:00:00
"44072","Brooklyn",-73.865,40.613,0.02,2016-07-31 00:00:00
"44073","Queens",-73.8223,40.5934,0.01,2016-07-31 00:00:00
"44074",NA,-73.7797,40.5738,0.01,2016-07-31 00:00:00
"44134",NA,-74.2686,40.8405,0.04,2016-07-31 00:00:00
"44135",NA,-74.2255,40.8211,0.04,2016-07-31 00:00:00
"44136",NA,-74.1824,40.8017,0.03,2016-07-31 00:00:00
"44137",NA,-74.1394,40.7822,0.04,2016-07-31 00:00:00
"44138",NA,-74.0964,40.7627,0.03,2016-07-31 00:00:00
"44139",NA,-74.0534,40.7432,0.01,2016-07-31 00:00:00
"44140","Manhattan",-74.0105,40.7237,0.01,2016-07-31 00:00:00
"44141","Brooklyn",-73.9676,40.7042,0.02,2016-07-31 00:00:00
"44142","Brooklyn",-73.9248,40.6846,0.02,2016-07-31 00:00:00
"44145","Queens",-73.7965,40.6258,0.01,2016-07-31 00:00:00
"44146","Queens",-73.7538,40.6062,0.01,2016-07-31 00:00:00
"44206",NA,-74.2861,40.8925,0.05,2016-07-31 00:00:00
"44207",NA,-74.2429,40.8731,0.06,2016-07-31 00:00:00
"44208",NA,-74.1998,40.8537,0.08,2016-07-31 00:00:00
"44209",NA,-74.1567,40.8342,0.08,2016-07-31 00:00:00
"44210",NA,-74.1136,40.8148,0.05,2016-07-31 00:00:00
"44211",NA,-74.0706,40.7953,0.04,2016-07-31 00:00:00
"44212",NA,-74.0277,40.7758,0.03,2016-07-31 00:00:00
"44213","Manhattan",-73.9847,40.7562,0.02,2016-07-31 00:00:00
"44214","Queens",-73.9418,40.7367,0.01,2016-07-31 00:00:00
"44215","Queens",-73.8989,40.7171,0.02,2016-07-31 00:00:00
"44218","Queens",-73.7706,40.6582,0.01,2016-07-31 00:00:00
"44278",NA,-74.2604,40.9252,0.06,2016-07-31 00:00:00
"44279",NA,-74.2172,40.9058,0.07,2016-07-31 00:00:00
"44280",NA,-74.1741,40.8863,0.11,2016-07-31 00:00:00
"44281",NA,-74.131,40.8668,0.15,2016-07-31 00:00:00
"44282",NA,-74.0879,40.8473,0.06,2016-07-31 00:00:00
"44283",NA,-74.0448,40.8278,0.04,2016-07-31 00:00:00
"44284",NA,-74.0018,40.8083,0.02,2016-07-31 00:00:00
"44285","Manhattan",-73.9589,40.7887,0.01,2016-07-31 00:00:00
"44286","Queens",-73.916,40.7692,0.01,2016-07-31 00:00:00
"44287","Queens",-73.8731,40.7496,0.01,2016-07-31 00:00:00
"44352",NA,-74.1915,40.9384,0.09,2016-07-31 00:00:00
"44353",NA,-74.1483,40.9189,0.16,2016-07-31 00:00:00
"44354",NA,-74.1052,40.8994,0.11,2016-07-31 00:00:00
"44355",NA,-74.0621,40.8799,0.06,2016-07-31 00:00:00
"44356",NA,-74.019,40.8604,0.04,2016-07-31 00:00:00
"44357",NA,-73.976,40.8408,0.02,2016-07-31 00:00:00
"44358","Manhattan",-73.933,40.8213,0.01,2016-07-31 00:00:00
"44359","Bronx",-73.8901,40.8017,0.01,2016-07-31 00:00:00
"44360","Queens",-73.8472,40.782,0.01,2016-07-31 00:00:00
"44430",NA,-74.0794,40.932,0.1,2016-07-31 00:00:00
"44431",NA,-74.0362,40.9125,0.06,2016-07-31 00:00:00
"44432",NA,-73.9932,40.8929,0.03,2016-07-31 00:00:00
"44433",NA,-73.9501,40.8734,0.02,2016-07-31 00:00:00
"44434","Bronx",-73.9071,40.8538,0.02,2016-07-31 00:00:00
"44435","Bronx",-73.8642,40.8341,0.01,2016-07-31 00:00:00
"44436","Bronx",-73.8212,40.8145,0.01,2016-07-31 00:00:00
"44502",NA,-74.0104,40.9451,0.08,2016-07-31 00:00:00
"44503",NA,-73.9673,40.9255,0.04,2016-07-31 00:00:00
"44504",NA,-73.9242,40.9059,0.02,2016-07-31 00:00:00
"44505","Bronx",-73.8812,40.8863,0.02,2016-07-31 00:00:00
"44506","Bronx",-73.8382,40.8666,0.02,2016-07-31 00:00:00
"44507","Bronx",-73.7953,40.847,0.01,2016-07-31 00:00:00
"44508",NA,-73.7523,40.8273,0.01,2016-07-31 00:00:00
"44576",NA,-73.8982,40.9384,0.02,2016-07-31 00:00:00
"44577",NA,-73.8552,40.9188,0.02,2016-07-31 00:00:00
"44578",NA,-73.8122,40.8991,0.02,2016-07-31 00:00:00
"44579",NA,-73.7692,40.8794,0.01,2016-07-31 00:00:00
"44647",NA,-73.7862,40.9316,0.01,2016-07-31 00:00:00
"37497",NA,-74.2836,40.4504,0.06,2016-07-31 01:00:00
"37582",NA,-74.2582,40.483,0.06,2016-07-31 01:00:00
"37583",NA,-74.2154,40.4636,0.06,2016-07-31 01:00:00
"37671",NA,-74.2755,40.5349,0.06,2016-07-31 01:00:00
"37672","Staten Island",-74.2327,40.5155,0.06,2016-07-31 01:00:00
"37673","Staten Island",-74.1899,40.4961,0.06,2016-07-31 01:00:00
"37674",NA,-74.1472,40.4767,0.06,2016-07-31 01:00:00
